image,illum,link,photons,seed,method,PSNR,SSIM,LPIPS,angerr,pearson
ship,MIX-LOGN,SAT30,10000.0,1,RANKG,16.9091,0.33537,0.709314,10.6901,0.810289
truck,MIX-LOGN,SAT30,10000.0,1,RANKG,16.7336,0.367946,0.519922,23.255,0.801128
cat,MIX-LOGN,SAT30,10000.0,1,L-ISOTRON,6.4312,0.0661758,1.21839,47.6468,0.204054
deer,MIX-LOGN,SAT30,10000.0,1,L-ISOTRON,8.9176,0.0768858,0.977217,46.5027,0.37399
dog,MIX-LOGN,SAT30,10000.0,1,L-ISOTRON,0.426597,0.00633479,1.37829,47.3493,0.0587661
horse,MIX-LOGN,SAT30,10000.0,1,L-ISOTRON,4.3199,0.0503905,1.17358,48.2351,0.166472
airplane,MIX-LOGN,SAT30,10000.0,1,L-ISOTRON,4.97138,0.0236428,1.29398,47.9295,0.12687
car,MIX-LOGN,SAT30,10000.0,1,L-ISOTRON,8.4235,0.0903134,1.26495,47.4361,0.350651
ship,MIX-LOGN,SAT30,10000.0,1,L-ISOTRON,1.95913,0.0132821,1.41425,47.7264,0.121819
truck,MIX-LOGN,SAT30,10000.0,1,L-ISOTRON,9.91536,0.168803,1.2043,47.6457,0.333715
cat,MIX-LOGN,SAT30,10000.0,1,MLE-OR,9.54537,0.168891,1.09288,35.6038,0.462736
deer,MIX-LOGN,SAT30,10000.0,1,MLE-OR,12.4717,0.177403,0.74959,30.5943,0.719285
dog,MIX-LOGN,SAT30,10000.0,1,MLE-OR,3.42842,0.0195056,1.32507,37.3155,0.156314
horse,MIX-LOGN,SAT30,10000.0,1,MLE-OR,7.48121,0.12658,1.0669,36.1286,0.420202
airplane,MIX-LOGN,SAT30,10000.0,1,MLE-OR,7.94643,0.0545403,1.2395,37.0552,0.327153
car,MIX-LOGN,SAT30,10000.0,1,MLE-OR,12.2548,0.229919,1.01803,30.077,0.729612
ship,MIX-LOGN,SAT30,10000.0,1,MLE-OR,5.08157,0.0407288,1.34767,36.2813,0.350193
truck,MIX-LOGN,SAT30,10000.0,1,MLE-OR,13.2602,0.327259,0.943237,32.8243,0.657386
cat,MIX-LOGN,SAT30,10000.0,1,CLUSTER-WHITEN,7.77397,0.106617,1.18558,42.5379,0.293182
deer,MIX-LOGN,SAT30,10000.0,1,CLUSTER-WHITEN,10.4572,0.11651,0.896638,39.593,0.519684
dog,MIX-LOGN,SAT30,10000.0,1,CLUSTER-WHITEN,1.68446,0.0106806,1.31097,43.1292,0.0878243
horse,MIX-LOGN,SAT30,10000.0,1,CLUSTER-WHITEN,5.69027,0.0777044,1.09905,43.1718,0.243061
airplane,MIX-LOGN,SAT30,10000.0,1,CLUSTER-WHITEN,6.1721,0.0388905,1.23644,43.5261,0.194592
car,MIX-LOGN,SAT30,10000.0,1,CLUSTER-WHITEN,10.1304,0.150967,1.17544,39.7879,0.509623
ship,MIX-LOGN,SAT30,10000.0,1,CLUSTER-WHITEN,3.33415,0.0226943,1.34842,42.8212,0.187212
truck,MIX-LOGN,SAT30,10000.0,1,CLUSTER-WHITEN,11.6081,0.258588,1.05551,40.1394,0.489659
cat,MIX-LOGN,SAT50,10000.0,1,GI,18.3555,0.52158,0.435359,14.6826,0.79952
deer,MIX-LOGN,SAT50,10000.0,1,GI,18.0448,0.410897,0.571422,17.4355,0.886486
dog,MIX-LOGN,SAT50,10000.0,1,GI,16.3556,0.311447,0.473439,9.82406,0.37155
horse,MIX-LOGN,SAT50,10000.0,1,GI,15.819,0.322361,0.553798,15.7844,0.728326
airplane,MIX-LOGN,SAT50,10000.0,1,GI,18.5123,0.339591,0.699794,12.599,0.755734
car,MIX-LOGN,SAT50,10000.0,1,GI,18.1488,0.459908,0.564758,16.2031,0.907462
ship,MIX-LOGN,SAT50,10000.0,1,GI,17.0123,0.322769,0.678904,10.5681,0.812891
truck,MIX-LOGN,SAT50,10000.0,1,GI,16.7805,0.37545,0.482853,23.1172,0.803889
cat,MIX-LOGN,SAT50,10000.0,1,DGI,6.43556,0.000108782,0.787406,90,0
deer,MIX-LOGN,SAT50,10000.0,1,DGI,2.09423,0.0329112,0.615279,45.9238,0.743522
dog,MIX-LOGN,SAT50,10000.0,1,DGI,1.04607,5.75808e-05,0.8744,90,0
horse,MIX-LOGN,SAT50,10000.0,1,DGI,4.51142,0.00012947,0.785998,90,0
airplane,MIX-LOGN,SAT50,10000.0,1,DGI,5.30174,0.00018155,0.923959,90,0
car,MIX-LOGN,SAT50,10000.0,1,DGI,-0.346495,0.166879,0.40714,57.4685,0.522075
ship,MIX-LOGN,SAT50,10000.0,1,DGI,2.29849,6.41215e-05,1.00747,90,0
truck,MIX-LOGN,SAT50,10000.0,1,DGI,-1.81158,0.0325511,0.5324,66.5905,0.375079
cat,MIX-LOGN,SAT50,10000.0,1,CORR,18.2099,0.508807,0.407014,14.938,0.791386
deer,MIX-LOGN,SAT50,10000.0,1,CORR,17.9818,0.399558,0.545259,17.5721,0.884498
dog,MIX-LOGN,SAT50,10000.0,1,CORR,15.8749,0.268983,0.467396,10.3786,0.32647
horse,MIX-LOGN,SAT50,10000.0,1,CORR,15.7782,0.317599,0.547322,15.8582,0.72626
airplane,MIX-LOGN,SAT50,10000.0,1,CORR,18.4685,0.335281,0.696156,12.6551,0.756712
car,MIX-LOGN,SAT50,10000.0,1,CORR,18.1314,0.457594,0.546061,16.2358,0.907097
ship,MIX-LOGN,SAT50,10000.0,1,CORR,16.9173,0.310915,0.664632,10.6815,0.810037
truck,MIX-LOGN,SAT50,10000.0,1,CORR,16.7722,0.380085,0.474091,23.1516,0.80245
cat,MIX-LOGN,SAT50,10000.0,1,SIR-10,5.0335,0.0286914,1.25119,53.2988,0.100304
deer,MIX-LOGN,SAT50,10000.0,1,SIR-10,7.01521,0.0398298,1.06518,55.8564,0.177566
dog,MIX-LOGN,SAT50,10000.0,1,SIR-10,-0.715468,0.00307033,1.41301,51.1927,0.0267769
horse,MIX-LOGN,SAT50,10000.0,1,SIR-10,3.14156,0.0169869,1.19634,52.9813,0.0789867
airplane,MIX-LOGN,SAT50,10000.0,1,SIR-10,3.66211,0.0177025,1.24136,52.4333,0.0875556
car,MIX-LOGN,SAT50,10000.0,1,SIR-10,6.86807,0.0606916,1.27669,54.7476,0.20752
ship,MIX-LOGN,SAT50,10000.0,1,SIR-10,0.648403,0.00726783,1.43971,52.3705,0.069351
truck,MIX-LOGN,SAT50,10000.0,1,SIR-10,8.34068,0.0814335,1.26599,55.1499,0.182471
cat,MIX-LOGN,SAT50,10000.0,1,SIR-20,5.177,0.0295168,1.25976,52.8601,0.100559
deer,MIX-LOGN,SAT50,10000.0,1,SIR-20,7.12812,0.0402911,1.05428,55.1741,0.194398
dog,MIX-LOGN,SAT50,10000.0,1,SIR-20,-0.631753,0.00352718,1.40169,50.9104,0.0295934
horse,MIX-LOGN,SAT50,10000.0,1,SIR-20,3.25782,0.0176453,1.21053,52.5922,0.0813128
airplane,MIX-LOGN,SAT50,10000.0,1,SIR-20,3.70538,0.0147063,1.23468,52.3823,0.0802601
car,MIX-LOGN,SAT50,10000.0,1,SIR-20,6.96984,0.0636269,1.25458,54.0978,0.224236
ship,MIX-LOGN,SAT50,10000.0,1,SIR-20,0.766817,0.00819788,1.45747,51.9282,0.0762957
truck,MIX-LOGN,SAT50,10000.0,1,SIR-20,8.45746,0.0857506,1.2864,54.5897,0.193288
cat,MIX-LOGN,SAT50,10000.0,1,WHITEN-LW,5.27485,0.0346675,1.26248,52.4158,0.110931
deer,MIX-LOGN,SAT50,10000.0,1,WHITEN-LW,7.28451,0.0433908,1.05787,54.4831,0.206185
dog,MIX-LOGN,SAT50,10000.0,1,WHITEN-LW,-0.551683,0.00419181,1.40788,50.6181,0.0369225
horse,MIX-LOGN,SAT50,10000.0,1,WHITEN-LW,3.29965,0.0206302,1.20864,52.3402,0.0906245
airplane,MIX-LOGN,SAT50,10000.0,1,WHITEN-LW,3.85916,0.0156506,1.23034,51.791,0.0905259
car,MIX-LOGN,SAT50,10000.0,1,WHITEN-LW,7.1675,0.0695143,1.26566,53.2003,0.240317
ship,MIX-LOGN,SAT50,10000.0,1,WHITEN-LW,0.852956,0.00915417,1.4435,51.5953,0.0824261
truck,MIX-LOGN,SAT50,10000.0,1,WHITEN-LW,8.55661,0.0905875,1.27317,54.0298,0.206534
cat,MIX-LOGN,SAT50,10000.0,1,WHITEN-OR,3.61826,0.00673942,0.721896,58.4155,0.0401213
deer,MIX-LOGN,SAT50,10000.0,1,WHITEN-OR,5.37832,0.00365816,0.549806,64.6212,-0.00582324
dog,MIX-LOGN,SAT50,10000.0,1,WHITEN-OR,-2.34031,0.0011942,1.12378,56.4466,-0.00510671
horse,MIX-LOGN,SAT50,10000.0,1,WHITEN-OR,1.29899,0.00930939,0.76485,60.575,-0.0611866
airplane,MIX-LOGN,SAT50,10000.0,1,WHITEN-OR,1.9689,0.00605225,0.926381,58.4524,0.0122767
car,MIX-LOGN,SAT50,10000.0,1,WHITEN-OR,4.82353,8.98251e-05,0.771812,65.3034,-0.0019954
ship,MIX-LOGN,SAT50,10000.0,1,WHITEN-OR,-1.15009,0.00250079,1.00438,58.6185,0.000359226
truck,MIX-LOGN,SAT50,10000.0,1,WHITEN-OR,6.36933,0.006652,0.544632,65.0122,-0.00811554
cat,MIX-LOGN,SAT50,10000.0,1,SCORE-OR,3.49054,0.00324231,1.21379,59.3474,0.00512581
deer,MIX-LOGN,SAT50,10000.0,1,SCORE-OR,5.29897,0.00514561,1.04145,65.157,-0.0191656
dog,MIX-LOGN,SAT50,10000.0,1,SCORE-OR,-2.3779,0.00167687,1.3643,56.5591,-0.0047708
horse,MIX-LOGN,SAT50,10000.0,1,SCORE-OR,1.44825,0.00248983,1.15484,59.4657,-0.0167859
airplane,MIX-LOGN,SAT50,10000.0,1,SCORE-OR,2.11733,0.00248149,1.24108,58.2337,-0.00508183
car,MIX-LOGN,SAT50,10000.0,1,SCORE-OR,4.96094,0.00999463,1.21471,64.4412,0.0179247
ship,MIX-LOGN,SAT50,10000.0,1,SCORE-OR,-0.819212,0.000366375,1.35918,57.8878,-0.0210696
truck,MIX-LOGN,SAT50,10000.0,1,SCORE-OR,6.51034,0.00602772,1.1999,64.1332,0.0124742
cat,MIX-LOGN,SAT50,10000.0,1,RANKG,18.3099,0.516417,0.460763,14.7616,0.797156
deer,MIX-LOGN,SAT50,10000.0,1,RANKG,17.9393,0.406127,0.606388,17.6622,0.883246
dog,MIX-LOGN,SAT50,10000.0,1,RANKG,16.2477,0.323049,0.489623,9.94628,0.359943
horse,MIX-LOGN,SAT50,10000.0,1,RANKG,15.7284,0.308139,0.570067,15.9544,0.721507
airplane,MIX-LOGN,SAT50,10000.0,1,RANKG,18.4932,0.326102,0.725315,12.6192,0.758025
car,MIX-LOGN,SAT50,10000.0,1,RANKG,18.0504,0.452738,0.572119,16.3952,0.905158
ship,MIX-LOGN,SAT50,10000.0,1,RANKG,17.0189,0.333124,0.700893,10.5532,0.815944
truck,MIX-LOGN,SAT50,10000.0,1,RANKG,16.7056,0.366074,0.506396,23.3314,0.800045
cat,MIX-LOGN,SAT50,10000.0,1,L-ISOTRON,5.27485,0.0346675,1.26248,52.4158,0.110931
deer,MIX-LOGN,SAT50,10000.0,1,L-ISOTRON,7.28444,0.0433899,1.05787,54.4833,0.206183
dog,MIX-LOGN,SAT50,10000.0,1,L-ISOTRON,-0.551683,0.00419181,1.40788,50.6181,0.0369225
horse,MIX-LOGN,SAT50,10000.0,1,L-ISOTRON,3.29958,0.020629,1.20864,52.3405,0.0906215
airplane,MIX-LOGN,SAT50,10000.0,1,L-ISOTRON,3.85908,0.0156497,1.23034,51.7912,0.0905266
car,MIX-LOGN,SAT50,10000.0,1,L-ISOTRON,7.1675,0.0695143,1.26566,53.2003,0.240317
ship,MIX-LOGN,SAT50,10000.0,1,L-ISOTRON,0.852956,0.00915417,1.4435,51.5953,0.0824261
truck,MIX-LOGN,SAT50,10000.0,1,L-ISOTRON,8.55661,0.0905875,1.27317,54.0298,0.206534
cat,MIX-LOGN,SAT50,10000.0,1,MLE-OR,11.3327,0.213828,1.04446,30.3248,0.53088
deer,MIX-LOGN,SAT50,10000.0,1,MLE-OR,13.4959,0.187129,0.716973,27.9365,0.751132
dog,MIX-LOGN,SAT50,10000.0,1,MLE-OR,5.25331,0.027878,1.26737,31.7389,0.177993
horse,MIX-LOGN,SAT50,10000.0,1,MLE-OR,9.52125,0.139846,1.06493,30.1817,0.482812
airplane,MIX-LOGN,SAT50,10000.0,1,MLE-OR,9.63666,0.066707,1.15114,31.8516,0.389213
car,MIX-LOGN,SAT50,10000.0,1,MLE-OR,13.7439,0.272891,0.942794,26.1281,0.780629
ship,MIX-LOGN,SAT50,10000.0,1,MLE-OR,6.96635,0.0597872,1.28314,30.554,0.425144
truck,MIX-LOGN,SAT50,10000.0,1,MLE-OR,14.3512,0.328623,0.853772,29.9471,0.688821
cat,MIX-LOGN,SAT50,10000.0,1,CLUSTER-WHITEN,6.16705,0.0534162,1.2251,48.9735,0.16411
deer,MIX-LOGN,SAT50,10000.0,1,CLUSTER-WHITEN,8.24226,0.0652223,0.981124,49.5858,0.312543
dog,MIX-LOGN,SAT50,10000.0,1,CLUSTER-WHITEN,0.168973,0.00587712,1.3658,48.2219,0.0510291
horse,MIX-LOGN,SAT50,10000.0,1,CLUSTER-WHITEN,4.1234,0.0363941,1.12388,49.1507,0.141315
airplane,MIX-LOGN,SAT50,10000.0,1,CLUSTER-WHITEN,4.68418,0.0233056,1.23153,48.7585,0.1337
car,MIX-LOGN,SAT50,10000.0,1,CLUSTER-WHITEN,8.21741,0.103757,1.17832,47.9742,0.350993
ship,MIX-LOGN,SAT50,10000.0,1,CLUSTER-WHITEN,1.59753,0.0127902,1.38547,48.8359,0.124723
truck,MIX-LOGN,SAT50,10000.0,1,CLUSTER-WHITEN,9.55995,0.135532,1.22499,49.2228,0.303702
cat,MIX-LOGN,GAMMA07,10000.0,1,GI,18.4981,0.528508,0.458554,14.4326,0.808394
deer,MIX-LOGN,GAMMA07,10000.0,1,GI,18.0219,0.413701,0.578802,17.4791,0.886002
dog,MIX-LOGN,GAMMA07,10000.0,1,GI,16.5165,0.339527,0.477802,9.64182,0.401578
horse,MIX-LOGN,GAMMA07,10000.0,1,GI,15.9038,0.335976,0.567639,15.628,0.734207
airplane,MIX-LOGN,GAMMA07,10000.0,1,GI,18.675,0.352219,0.689523,12.3632,0.765142
car,MIX-LOGN,GAMMA07,10000.0,1,GI,18.2744,0.486369,0.567372,15.9707,0.910014
ship,MIX-LOGN,GAMMA07,10000.0,1,GI,16.9572,0.327505,0.700552,10.6345,0.810944
truck,MIX-LOGN,GAMMA07,10000.0,1,GI,16.8302,0.380309,0.492393,22.9787,0.806189
cat,MIX-LOGN,GAMMA07,10000.0,1,DGI,-3.48302,0.0175412,0.489078,64.0677,0.487422
deer,MIX-LOGN,GAMMA07,10000.0,1,DGI,4.62893,0.0734032,0.590407,38.5173,0.829342
dog,MIX-LOGN,GAMMA07,10000.0,1,DGI,1.04607,5.75808e-05,0.8744,90,0
horse,MIX-LOGN,GAMMA07,10000.0,1,DGI,-9.7301,0.00222868,0.54707,74.7147,0.269722
airplane,MIX-LOGN,GAMMA07,10000.0,1,DGI,-10.8591,0.00150486,0.67104,76.6929,0.292193
car,MIX-LOGN,GAMMA07,10000.0,1,DGI,5.85199,0.300921,0.42285,39.0826,0.759216
ship,MIX-LOGN,GAMMA07,10000.0,1,DGI,-20.3357,6.69537e-05,0.861036,84.84,0.0760606
truck,MIX-LOGN,GAMMA07,10000.0,1,DGI,4.80207,0.115674,0.425572,49.1975,0.611949
cat,MIX-LOGN,GAMMA07,10000.0,1,CORR,18.406,0.518394,0.440749,14.5913,0.803324
deer,MIX-LOGN,GAMMA07,10000.0,1,CORR,18.0503,0.409083,0.561569,17.4187,0.886855
dog,MIX-LOGN,GAMMA07,10000.0,1,CORR,16.2068,0.293803,0.478626,9.98843,0.376844
horse,MIX-LOGN,GAMMA07,10000.0,1,CORR,15.8947,0.336528,0.556158,15.6444,0.733691
airplane,MIX-LOGN,GAMMA07,10000.0,1,CORR,18.5829,0.339442,0.670437,12.4909,0.762116
car,MIX-LOGN,GAMMA07,10000.0,1,CORR,18.2651,0.485783,0.539036,15.9745,0.910263
ship,MIX-LOGN,GAMMA07,10000.0,1,CORR,16.9375,0.30914,0.695995,10.6617,0.808785
truck,MIX-LOGN,GAMMA07,10000.0,1,CORR,16.8477,0.381583,0.465523,22.93,0.806995
cat,MIX-LOGN,GAMMA07,10000.0,1,SIR-10,6.25547,0.0575103,1.25449,48.4641,0.182307
deer,MIX-LOGN,GAMMA07,10000.0,1,SIR-10,8.57628,0.0702478,1.03932,48.1008,0.340688
dog,MIX-LOGN,GAMMA07,10000.0,1,SIR-10,0.392616,0.00699117,1.40158,47.4494,0.0612075
horse,MIX-LOGN,GAMMA07,10000.0,1,SIR-10,4.15784,0.0498314,1.19021,48.6953,0.169238
airplane,MIX-LOGN,GAMMA07,10000.0,1,SIR-10,4.77585,0.0160417,1.28318,48.6005,0.121277
car,MIX-LOGN,GAMMA07,10000.0,1,SIR-10,8.03433,0.0907121,1.23218,49.002,0.325734
ship,MIX-LOGN,GAMMA07,10000.0,1,SIR-10,1.70792,0.0159359,1.42225,48.4027,0.133611
truck,MIX-LOGN,GAMMA07,10000.0,1,SIR-10,9.49153,0.146771,1.20569,49.406,0.303855
cat,MIX-LOGN,GAMMA07,10000.0,1,SIR-20,6.59485,0.0623904,1.25103,47.1836,0.201846
deer,MIX-LOGN,GAMMA07,10000.0,1,SIR-20,9.07007,0.0789446,1.02013,45.8374,0.386829
dog,MIX-LOGN,GAMMA07,10000.0,1,SIR-20,0.816897,0.00865261,1.40957,46.0364,0.068194
horse,MIX-LOGN,GAMMA07,10000.0,1,SIR-20,4.59167,0.0488467,1.18693,47.2526,0.178812
airplane,MIX-LOGN,GAMMA07,10000.0,1,SIR-20,5.21779,0.0208174,1.2552,47.0607,0.136313
car,MIX-LOGN,GAMMA07,10000.0,1,SIR-20,8.63667,0.110343,1.23975,46.2352,0.381076
ship,MIX-LOGN,GAMMA07,10000.0,1,SIR-20,2.17536,0.0190106,1.42091,46.7491,0.153314
truck,MIX-LOGN,GAMMA07,10000.0,1,SIR-20,9.88403,0.167656,1.17474,47.4421,0.347732
cat,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-LW,6.88617,0.0760678,1.25919,45.9345,0.230998
deer,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-LW,9.52896,0.090969,1.00928,43.7428,0.430781
dog,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-LW,1.05514,0.0100771,1.39375,45.213,0.0794064
horse,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-LW,4.79633,0.0569809,1.16119,46.4767,0.191349
airplane,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-LW,5.49487,0.0262734,1.26616,45.9567,0.160418
car,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-LW,9.19234,0.128665,1.23691,43.8009,0.428777
ship,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-LW,2.47937,0.0198916,1.40682,45.7721,0.155809
truck,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-LW,10.3624,0.195086,1.18533,45.3619,0.387604
cat,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-OR,3.66486,0.00830559,0.774177,58.2898,0.0395155
deer,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-OR,5.13056,0.00210524,0.5135,65.1407,0.00197424
dog,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-OR,-2.26251,0.00163232,1.1424,56.3354,-0.0282032
horse,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-OR,1.46122,0.00834998,0.800323,59.3039,-0.00857814
airplane,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-OR,2.13859,0.00178735,0.817888,58.1411,-0.0027462
car,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-OR,4.98604,0.0114847,0.701252,64.1671,0.0264742
ship,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-OR,-0.762837,0.00253672,1.12137,57.1814,0.0245608
truck,MIX-LOGN,GAMMA07,10000.0,1,WHITEN-OR,6.37914,0.00505061,0.505197,64.4824,0.013307
cat,MIX-LOGN,GAMMA07,10000.0,1,SCORE-OR,3.54535,0.00553838,1.20657,59.0722,0.0123235
deer,MIX-LOGN,GAMMA07,10000.0,1,SCORE-OR,5.2309,0.00329279,1.03536,65.3305,-0.0181779
dog,MIX-LOGN,GAMMA07,10000.0,1,SCORE-OR,-2.31651,0.00239726,1.36432,56.3415,0.000856557
horse,MIX-LOGN,GAMMA07,10000.0,1,SCORE-OR,1.56862,0.0102235,1.1663,58.8374,0.00135894
airplane,MIX-LOGN,GAMMA07,10000.0,1,SCORE-OR,2.22294,0.00379424,1.26228,57.9225,-0.00541143
car,MIX-LOGN,GAMMA07,10000.0,1,SCORE-OR,4.9367,0.00755267,1.22532,64.656,0.0117615
ship,MIX-LOGN,GAMMA07,10000.0,1,SCORE-OR,-0.865155,-0.000514668,1.3583,57.9525,-0.0148085
truck,MIX-LOGN,GAMMA07,10000.0,1,SCORE-OR,6.51346,0.0110228,1.2192,63.877,0.0230826
cat,MIX-LOGN,GAMMA07,10000.0,1,RANKG,18.4145,0.522889,0.491315,14.575,0.80432
deer,MIX-LOGN,GAMMA07,10000.0,1,RANKG,17.9514,0.414421,0.618378,17.6318,0.883793
dog,MIX-LOGN,GAMMA07,10000.0,1,RANKG,16.527,0.352524,0.496937,9.62999,0.403288
horse,MIX-LOGN,GAMMA07,10000.0,1,RANKG,15.8752,0.330772,0.599293,15.6806,0.732169
airplane,MIX-LOGN,GAMMA07,10000.0,1,RANKG,18.6556,0.342685,0.718591,12.3853,0.766566
car,MIX-LOGN,GAMMA07,10000.0,1,RANKG,18.1889,0.480798,0.578045,16.1368,0.908009
ship,MIX-LOGN,GAMMA07,10000.0,1,RANKG,16.9841,0.34527,0.715887,10.5978,0.813612
truck,MIX-LOGN,GAMMA07,10000.0,1,RANKG,16.7485,0.368557,0.5202,23.2114,0.801979
cat,MIX-LOGN,GAMMA07,10000.0,1,L-ISOTRON,6.88617,0.0760678,1.25919,45.9345,0.230998
deer,MIX-LOGN,GAMMA07,10000.0,1,L-ISOTRON,9.52896,0.090969,1.00928,43.7428,0.430781
dog,MIX-LOGN,GAMMA07,10000.0,1,L-ISOTRON,1.05509,0.0100767,1.39375,45.2132,0.0794056
horse,MIX-LOGN,GAMMA07,10000.0,1,L-ISOTRON,4.79633,0.0569809,1.16119,46.4767,0.191349
airplane,MIX-LOGN,GAMMA07,10000.0,1,L-ISOTRON,5.49487,0.0262734,1.26616,45.9567,0.160418
car,MIX-LOGN,GAMMA07,10000.0,1,L-ISOTRON,9.1923,0.128665,1.23691,43.8011,0.428773
ship,MIX-LOGN,GAMMA07,10000.0,1,L-ISOTRON,2.47937,0.0198916,1.40682,45.7721,0.155809
truck,MIX-LOGN,GAMMA07,10000.0,1,L-ISOTRON,10.3624,0.195085,1.18533,45.3621,0.387601
cat,MIX-LOGN,GAMMA07,10000.0,1,MLE-OR,7.86122,0.129571,1.17855,40.9142,0.401354
deer,MIX-LOGN,GAMMA07,10000.0,1,MLE-OR,11.085,0.146632,0.849386,34.6906,0.663696
dog,MIX-LOGN,GAMMA07,10000.0,1,MLE-OR,1.76767,0.0176644,1.37155,42.6848,0.13405
horse,MIX-LOGN,GAMMA07,10000.0,1,MLE-OR,5.76207,0.0976847,1.12474,41.5783,0.361989
airplane,MIX-LOGN,GAMMA07,10000.0,1,MLE-OR,6.35259,0.0406848,1.22907,42.0601,0.293048
car,MIX-LOGN,GAMMA07,10000.0,1,MLE-OR,11.0522,0.205145,1.12669,33.3971,0.688551
ship,MIX-LOGN,GAMMA07,10000.0,1,MLE-OR,3.45397,0.0372697,1.37207,41.4123,0.30821
truck,MIX-LOGN,GAMMA07,10000.0,1,MLE-OR,11.6097,0.286953,1.05697,37.7728,0.592779
cat,MIX-LOGN,GAMMA07,10000.0,1,CLUSTER-WHITEN,8.50521,0.125502,1.1858,39.8916,0.338533
deer,MIX-LOGN,GAMMA07,10000.0,1,CLUSTER-WHITEN,11.4151,0.144514,0.905459,35.8447,0.592107
dog,MIX-LOGN,GAMMA07,10000.0,1,CLUSTER-WHITEN,2.40516,0.0173636,1.33467,40.7184,0.109237
horse,MIX-LOGN,GAMMA07,10000.0,1,CLUSTER-WHITEN,6.29318,0.0936431,1.11077,40.931,0.284052
airplane,MIX-LOGN,GAMMA07,10000.0,1,CLUSTER-WHITEN,6.9347,0.0438666,1.20291,40.8666,0.230053
car,MIX-LOGN,GAMMA07,10000.0,1,CLUSTER-WHITEN,10.9639,0.188533,1.13844,36.412,0.577395
ship,MIX-LOGN,GAMMA07,10000.0,1,CLUSTER-WHITEN,4.02564,0.0352748,1.3666,40.276,0.238026
truck,MIX-LOGN,GAMMA07,10000.0,1,CLUSTER-WHITEN,12.0678,0.289062,1.03423,38.1425,0.533626
cat,MIX-LOGN,LOG,10000.0,1,GI,18.5006,0.523534,0.462366,14.4278,0.808665
deer,MIX-LOGN,LOG,10000.0,1,GI,18.0441,0.406746,0.581076,17.4288,0.886797
dog,MIX-LOGN,LOG,10000.0,1,GI,16.7623,0.332177,0.48114,9.37397,0.426115
horse,MIX-LOGN,LOG,10000.0,1,GI,15.8744,0.330374,0.575126,15.6822,0.7321
airplane,MIX-LOGN,LOG,10000.0,1,GI,18.5939,0.346821,0.696526,12.476,0.76231
car,MIX-LOGN,LOG,10000.0,1,GI,18.2858,0.482665,0.569194,15.9434,0.910449
ship,MIX-LOGN,LOG,10000.0,1,GI,16.8112,0.32347,0.701621,10.8191,0.802815
truck,MIX-LOGN,LOG,10000.0,1,GI,16.8038,0.375753,0.496242,23.0513,0.805053
cat,MIX-LOGN,LOG,10000.0,1,DGI,-2.71536,0.0265838,0.444407,62.1563,0.51892
deer,MIX-LOGN,LOG,10000.0,1,DGI,4.8678,0.07592,0.584578,37.9163,0.834775
dog,MIX-LOGN,LOG,10000.0,1,DGI,1.04607,5.75808e-05,0.8744,90,0
horse,MIX-LOGN,LOG,10000.0,1,DGI,-8.06208,0.00328132,0.54451,71.9719,0.309938
airplane,MIX-LOGN,LOG,10000.0,1,DGI,-9.92269,0.00465185,0.651079,75.3393,0.318541
car,MIX-LOGN,LOG,10000.0,1,DGI,6.11096,0.309378,0.430885,38.3832,0.766336
ship,MIX-LOGN,LOG,10000.0,1,DGI,-16.6588,0.000145621,0.782735,82.2278,0.111321
truck,MIX-LOGN,LOG,10000.0,1,DGI,5.17971,0.124307,0.430909,48.167,0.623775
cat,MIX-LOGN,LOG,10000.0,1,CORR,18.5123,0.523348,0.446474,14.4091,0.808894
deer,MIX-LOGN,LOG,10000.0,1,CORR,18.05,0.404577,0.543701,17.414,0.887062
dog,MIX-LOGN,LOG,10000.0,1,CORR,16.6043,0.315864,0.483348,9.54283,0.421526
horse,MIX-LOGN,LOG,10000.0,1,CORR,15.9246,0.324925,0.566963,15.5894,0.73578
airplane,MIX-LOGN,LOG,10000.0,1,CORR,18.4206,0.337329,0.693978,12.7278,0.752989
car,MIX-LOGN,LOG,10000.0,1,CORR,18.3676,0.490279,0.548412,15.7819,0.912462
ship,MIX-LOGN,LOG,10000.0,1,CORR,16.6452,0.306152,0.675139,11.0258,0.796373
truck,MIX-LOGN,LOG,10000.0,1,CORR,16.7928,0.375838,0.474395,23.0886,0.803926
cat,MIX-LOGN,LOG,10000.0,1,SIR-10,5.83496,0.048491,1.28688,50.0972,0.155502
deer,MIX-LOGN,LOG,10000.0,1,SIR-10,8.15979,0.0681932,1.04701,50.028,0.302184
